KEGG	Compound	Enzyme	Enzyme Name	Gene Name	Entrez
C00001	H2O	3.1.1.79	hormone-sensitive lipase	LIPE	3991
C00001	H2O	3.1.1.84	cocaine esterase	CES2	8824
C00001	H2O	3.1.1.93	mycophenolic acid acyl-glucuronide esterase	ABHD10	55347
C00001	H2O	3.1.1.97	methylated diphthine methylhydrolase	DPH7	92715
C00001	H2O	3.1.1.98	[Wnt protein] O-palmitoleoyl-L-serine hydrolase	NOTUM	147111
C00001	H2O	3.1.1.106	O-acetyl-ADP-ribose deacetylase	MACROD2	140733
C00001	H2O	3.1.1.106	O-acetyl-ADP-ribose deacetylase	MACROD1	28992
C00001	H2O	3.1.2.1	acetyl-CoA hydrolase	ACOT12	134526
C00001	H2O	3.1.2.2	palmitoyl-CoA hydrolase	ACOT2	10965
C00001	H2O	3.1.2.2	palmitoyl-CoA hydrolase	ACOT7	11332
C00001	H2O	3.1.2.2	palmitoyl-CoA hydrolase	THEM4	117145
C00001	H2O	3.1.2.2	palmitoyl-CoA hydrolase	ACOT4	122970
C00001	H2O	3.1.2.2	palmitoyl-CoA hydrolase	THEM5	284486
C00001	H2O	3.1.2.2	palmitoyl-CoA hydrolase	BAAT	570
C00001	H2O	3.1.2.2	palmitoyl-CoA hydrolase	ACOT1	641371
C00001	H2O	3.1.2.4	3-hydroxyisobutyryl-CoA hydrolase	HIBCH	26275
C00001	H2O	3.1.2.6	hydroxyacylglutathione hydrolase	HAGH	3029
C00001	H2O	3.1.2.12	S-formylglutathione hydrolase	ESD	2098
C00001	H2O	3.1.2.21	dodecanoyl-[acyl-carrier-protein] hydrolase	OLAH	55301
C00001	H2O	3.1.2.22	palmitoyl[protein] hydrolase	ABHD17B	51104
C00001	H2O	3.1.2.22	palmitoyl[protein] hydrolase	PPT1	5538
C00001	H2O	3.1.2.22	palmitoyl[protein] hydrolase	ABHD17C	58489
C00001	H2O	3.1.2.22	palmitoyl[protein] hydrolase	ABHD17A	81926
C00001	H2O	3.1.2.22	palmitoyl[protein] hydrolase	PPT2	9374
C00001	H2O	3.1.2.27	choloyl-CoA hydrolase	ACOT8	10005
C00001	H2O	3.1.3.1	alkaline phosphatase	ALPI	248
C00001	H2O	3.1.3.1	alkaline phosphatase	ALPL	249
C00001	H2O	3.1.3.1	alkaline phosphatase	ALPP	250
C00001	H2O	3.1.3.1	alkaline phosphatase	ALPG	251
C00001	H2O	3.1.3.2	acid phosphatase	ACP6	51205
C00001	H2O	3.1.3.2	acid phosphatase	ACP1	52
C00001	H2O	3.1.3.2	acid phosphatase	ACP2	53
C00001	H2O	3.1.3.2	acid phosphatase	ACP5	54
C00001	H2O	3.1.3.2	acid phosphatase	ACP3	55
C00001	H2O	3.1.3.2	acid phosphatase	ACP4	93650
C00001	H2O	3.1.3.3	phosphoserine phosphatase	PSPH	5723
C00001	H2O	3.1.3.4	phosphatidate phosphatase	PLPP4	196051
C00001	H2O	3.1.3.4	phosphatidate phosphatase	LPIN1	23175
C00001	H2O	3.1.3.4	phosphatidate phosphatase	LPIN3	64900
C00001	H2O	3.1.3.4	phosphatidate phosphatase	PLPP5	84513
C00001	H2O	3.1.3.4	phosphatidate phosphatase	PLPP1	8611
C00001	H2O	3.1.3.4	phosphatidate phosphatase	PLPP2	8612
C00001	H2O	3.1.3.4	phosphatidate phosphatase	PLPP3	8613
C00001	H2O	3.1.3.4	phosphatidate phosphatase	LPIN2	9663
C00001	H2O	3.1.3.5	5'-nucleotidase	NT5C1B-RDH14	100526794
C00001	H2O	3.1.3.5	5'-nucleotidase	NT5C3B	115024
C00001	H2O	3.1.3.5	5'-nucleotidase	NT5C2	22978
C00001	H2O	3.1.3.5	5'-nucleotidase	NT5C	30833
C00001	H2O	3.1.3.5	5'-nucleotidase	NT5E	4907
C00001	H2O	3.1.3.5	5'-nucleotidase	NT5C3A	51251
C00001	H2O	3.1.3.5	5'-nucleotidase	ACP3	55
C00001	H2O	3.1.3.5	5'-nucleotidase	NT5M	56953
C00001	H2O	3.1.3.5	5'-nucleotidase	NT5C1A	84618
C00001	H2O	3.1.3.5	5'-nucleotidase	NT5C1B	93034
C00001	H2O	3.1.3.7	3'(2'),5'-bisphosphate nucleotidase	BPNT1	10380
C00001	H2O	3.1.3.7	3'(2'),5'-bisphosphate nucleotidase	IMPAD1	54928
C00001	H2O	3.1.3.9	glucose-6-phosphatase	G6PC	2538
C00001	H2O	3.1.3.9	glucose-6-phosphatase	G6PC2	57818
C00001	H2O	3.1.3.9	glucose-6-phosphatase	G6PC3	92579
C00001	H2O	3.1.3.11	fructose-bisphosphatase	FBP1	2203
C00001	H2O	3.1.3.11	fructose-bisphosphatase	FBP2	8789
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPP5D1	100506012
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	CTDSP2	10106
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	CTDSPL	10217
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	CDKN3	1033
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP14	11072
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP10	11221
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP12	11266
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PTPMT1	114971
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP15	128853
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPM1M	132160
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	UBLCP1	134510
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP19	142679
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPM1N	147699
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP18	150290
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPM1L	151742
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPM1K	152926
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPTC7	160760
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP1	1843
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP2	1844
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP3	1845
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP4	1846
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP5	1847
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP6	1848
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP7	1849
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP8	1850
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP9	1852
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PGAM5	192111
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPM1E	22843
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PHLPP2	23035
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PHLPP1	23239
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	CTDNEP1	23399
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP28	285193
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	SSU72	29101
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPM1J	333926
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUPD1	338599
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP13	51207
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	SSH1	54434
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPEF2	5470
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPEF1	5475
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP23	54935
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPM1A	5494
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPM1B	5495
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPM1G	5496
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	SSH3	54961
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPP1CA	5499
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPP1CB	5500
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPP1CC	5501
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPP2CA	5515
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPP2CB	5516
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPP3CA	5530
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPP4C	5531
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	CPPED1	55313
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPP3CB	5532
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPP3CC	5533
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPP5C	5536
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPP6C	5537
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP22	56940
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PTEN	5728
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPM1H	57460
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	CTDSP1	58190
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP21	63904
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP26	78986
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	EPM2A	7957
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	RPAP2	79871
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP16	80824
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	ILKAP	80895
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP11	8446
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPM1D	8493
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	SSH2	85464
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	CDC14B	8555
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	CDC14A	8556
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	CTDP1	9150
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	DUSP27	92235
C00001	H2O	3.1.3.16	protein-serine/threonine phosphatase	PPM1F	9647
C00001	H2O	3.1.3.18	phosphoglycolate phosphatase	PGP	283871
C00001	H2O	3.1.3.25	inositol-phosphate phosphatase	IMPA1	3612
C00001	H2O	3.1.3.25	inositol-phosphate phosphatase	IMPA2	3613
C00001	H2O	3.1.3.25	inositol-phosphate phosphatase	IMPAD1	54928
C00001	H2O	3.1.3.29	N-acylneuraminate-9-phosphatase	NANP	140838
C00001	H2O	3.1.3.32	polynucleotide 3'-phosphatase	PNKP	11284
C00001	H2O	3.1.3.36	phosphoinositide 5-phosphatase	INPP5B	3633
C00001	H2O	3.1.3.36	phosphoinositide 5-phosphatase	OCRL	4952
C00001	H2O	3.1.3.36	phosphoinositide 5-phosphatase	INPP5E	56623
C00001	H2O	3.1.3.36	phosphoinositide 5-phosphatase	SYNJ1	8867
C00001	H2O	3.1.3.36	phosphoinositide 5-phosphatase	SYNJ2	8871
C00001	H2O	3.1.3.43	[pyruvate dehydrogenase (acetyl-transferring)]-phosphatase	PDP1	54704
C00001	H2O	3.1.3.43	[pyruvate dehydrogenase (acetyl-transferring)]-phosphatase	PDP2	57546
C00001	H2O	3.1.3.46	fructose-2,6-bisphosphate 2-phosphatase	PFKFB1	5207
C00001	H2O	3.1.3.46	fructose-2,6-bisphosphate 2-phosphatase	PFKFB2	5208
C00001	H2O	3.1.3.46	fructose-2,6-bisphosphate 2-phosphatase	PFKFB3	5209
C00001	H2O	3.1.3.46	fructose-2,6-bisphosphate 2-phosphatase	PFKFB4	5210
C00001	H2O	3.1.3.46	fructose-2,6-bisphosphate 2-phosphatase	TIGAR	57103
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	NEDD8-MDP1	100528064
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRU	10076
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	CDKN3	1033
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP14	11072
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPN21	11099
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRT	11122
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTP4A3	11156
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP10	11221
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP12	11266
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPMT1	114971
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP15	128853
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP19	142679
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	MDP1	145553
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP18	150290
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP1	1843
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP2	1844
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP3	1845
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP4	1846
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP5	1847
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP6	1848
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP7	1849
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP8	1850
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP9	1852
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	EYA4	2070
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	EYA1	2138
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	EYA2	2139
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	EYA3	2140
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPN23	25930
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPN20	26095
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPN22	26191
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPN18	26469
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PGP	283871
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP28	285193
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUPD1	338599
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRQ	374462
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP13	51207
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	ACP1	52
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	UBASH3A	53347
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	SSH1	54434
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP23	54935
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	SSH3	54961
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP22	56940
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTEN	5728
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPN1	5770
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPN2	5771
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPN3	5774
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPN4	5775
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPN6	5777
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPN7	5778
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPN9	5780
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPN11	5781
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPN12	5782
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPN14	5784
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRA	5786
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRB	5787
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRC	5788
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRD	5789
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRE	5791
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRF	5792
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRG	5793
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRH	5794
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRJ	5795
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRK	5796
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRM	5797
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRN	5798
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRN2	5799
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRO	5800
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRR	5801
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRS	5802
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPRZ1	5803
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP21	63904
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTP4A1	7803
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP26	78986
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	EPM2A	7957
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTP4A2	8073
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP16	80824
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP11	8446
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	PTPN5	84867
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	UBASH3B	84959
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	SSH2	85464
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	CDC14B	8555
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	CDC14A	8556
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	MTMR3	8897
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	MTMR4	9110
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	DUSP27	92235
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	CDC25A	993
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	CDC25B	994
C00001	H2O	3.1.3.48	protein-tyrosine-phosphatase	CDC25C	995
C00001	H2O	3.1.3.56	inositol-polyphosphate 5-phosphatase	INPP5J	27124
C00001	H2O	3.1.3.56	inositol-polyphosphate 5-phosphatase	INPP5A	3632
C00001	H2O	3.1.3.56	inositol-polyphosphate 5-phosphatase	INPP5K	51763
C00001	H2O	3.1.3.57	inositol-1,4-bisphosphate 1-phosphatase	INPP1	3628
C00001	H2O	3.1.3.62	multiple inositol-polyphosphate phosphatase	MINPP1	9562
C00001	H2O	3.1.3.64	phosphatidylinositol-3-phosphatase	MTM1	4534
C00001	H2O	3.1.3.64	phosphatidylinositol-3-phosphatase	MTMR8	55613
C00001	H2O	3.1.3.64	phosphatidylinositol-3-phosphatase	MTMR14	64419
C00001	H2O	3.1.3.64	phosphatidylinositol-3-phosphatase	MTMR1	8776
C00001	H2O	3.1.3.64	phosphatidylinositol-3-phosphatase	MTMR3	8897
C00001	H2O	3.1.3.64	phosphatidylinositol-3-phosphatase	MTMR2	8898
C00001	H2O	3.1.3.64	phosphatidylinositol-3-phosphatase	MTMR6	9107
C00001	H2O	3.1.3.64	phosphatidylinositol-3-phosphatase	MTMR7	9108
C00001	H2O	3.1.3.64	phosphatidylinositol-3-phosphatase	MTMR4	9110
C00001	H2O	3.1.3.66	phosphatidylinositol-3,4-bisphosphate 4-phosphatase	INPP4A	3631
C00001	H2O	3.1.3.66	phosphatidylinositol-3,4-bisphosphate 4-phosphatase	INPP4B	8821
C00001	H2O	3.1.3.67	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase	PTEN	5728
C00001	H2O	3.1.3.74	pyridoxal phosphatase	PHOSPHO2	493911
C00001	H2O	3.1.3.74	pyridoxal phosphatase	PDXP	57026
C00001	H2O	3.1.3.75	phosphoethanolamine/phosphocholine phosphatase	PHOSPHO1	162466
C00001	H2O	3.1.3.76	lipid-phosphate phosphatase	EPHX2	2053
C00001	H2O	3.1.3.77	acireductone synthase	ENOPH1	58478
C00001	H2O	3.1.3.78	phosphatidylinositol-4,5-bisphosphate 4-phosphatase	PIP4P2	55529
C00001	H2O	3.1.3.78	phosphatidylinositol-4,5-bisphosphate 4-phosphatase	PIP4P1	90809
C00001	H2O	3.1.3.80	2,3-bisphosphoglycerate 3-phosphatase	MINPP1	9562
C00001	H2O	3.1.3.81	diacylglycerol diphosphate phosphatase	PLPP4	196051
C00001	H2O	3.1.3.81	diacylglycerol diphosphate phosphatase	PLPP5	84513
C00001	H2O	3.1.3.86	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase	INPP5D	3635
C00001	H2O	3.1.3.86	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase	INPPL1	3636
C00001	H2O	3.1.3.95	phosphatidylinositol-3,5-bisphosphate 3-phosphatase	MTM1	4534
C00001	H2O	3.1.3.95	phosphatidylinositol-3,5-bisphosphate 3-phosphatase	MTMR8	55613
C00001	H2O	3.1.3.95	phosphatidylinositol-3,5-bisphosphate 3-phosphatase	MTMR14	64419
C00001	H2O	3.1.3.95	phosphatidylinositol-3,5-bisphosphate 3-phosphatase	MTMR1	8776
C00001	H2O	3.1.3.95	phosphatidylinositol-3,5-bisphosphate 3-phosphatase	MTMR3	8897
C00001	H2O	3.1.3.95	phosphatidylinositol-3,5-bisphosphate 3-phosphatase	MTMR2	8898
C00001	H2O	3.1.3.95	phosphatidylinositol-3,5-bisphosphate 3-phosphatase	MTMR6	9107
C00001	H2O	3.1.3.95	phosphatidylinositol-3,5-bisphosphate 3-phosphatase	MTMR7	9108
C00001	H2O	3.1.3.95	phosphatidylinositol-3,5-bisphosphate 3-phosphatase	MTMR4	9110
C00001	H2O	3.1.3.96	pseudouridine 5'-phosphatase	PUDP	8226
C00001	H2O	3.1.4.2	glycerophosphocholine phosphodiesterase	GPCPD1	56261
C00001	H2O	3.1.4.4	phospholipase D	PLD4	122618
C00001	H2O	3.1.4.4	phospholipase D	PLD3	23646
C00001	H2O	3.1.4.4	phospholipase D	PLD1	5337
C00001	H2O	3.1.4.4	phospholipase D	PLD2	5338
C00001	H2O	3.1.4.11	phosphoinositide phospholipase C	PLCD3	113026
C00001	H2O	3.1.4.11	phosphoinositide phospholipase C	PLCH1	23007
C00001	H2O	3.1.4.11	phosphoinositide phospholipase C	PLCB1	23236
C00001	H2O	3.1.4.11	phosphoinositide phospholipase C	PLCE1	51196
C00001	H2O	3.1.4.11	phosphoinositide phospholipase C	PLCB2	5330
C00001	H2O	3.1.4.11	phosphoinositide phospholipase C	PLCB3	5331
C00001	H2O	3.1.4.11	phosphoinositide phospholipase C	PLCB4	5332
C00001	H2O	3.1.4.11	phosphoinositide phospholipase C	PLCD1	5333
C00001	H2O	3.1.4.11	phosphoinositide phospholipase C	PLCG1	5335
C00001	H2O	3.1.4.11	phosphoinositide phospholipase C	PLCG2	5336
C00001	H2O	3.1.4.11	phosphoinositide phospholipase C	PLCD4	84812
C00001	H2O	3.1.4.11	phosphoinositide phospholipase C	PLCZ1	89869
C00001	H2O	3.1.4.11	phosphoinositide phospholipase C	PLCH2	9651
C00001	H2O	3.1.4.12	sphingomyelin phosphodiesterase	ENPP7	339221
C00001	H2O	3.1.4.12	sphingomyelin phosphodiesterase	SMPD3	55512
C00001	H2O	3.1.4.12	sphingomyelin phosphodiesterase	SMPD4	55627
C00001	H2O	3.1.4.12	sphingomyelin phosphodiesterase	SMPD1	6609
C00001	H2O	3.1.4.12	sphingomyelin phosphodiesterase	SMPD2	6610
C00001	H2O	3.1.4.17	3',5'-cyclic-nucleotide phosphodiesterase	PDE10A	10846
C00001	H2O	3.1.4.17	3',5'-cyclic-nucleotide phosphodiesterase	PDE11A	50940
C00001	H2O	3.1.4.17	3',5'-cyclic-nucleotide phosphodiesterase	PDE1A	5136
C00001	H2O	3.1.4.17	3',5'-cyclic-nucleotide phosphodiesterase	PDE1C	5137
C00001	H2O	3.1.4.17	3',5'-cyclic-nucleotide phosphodiesterase	PDE2A	5138
C00001	H2O	3.1.4.17	3',5'-cyclic-nucleotide phosphodiesterase	PDE3A	5139
C00001	H2O	3.1.4.17	3',5'-cyclic-nucleotide phosphodiesterase	PDE3B	5140
C00001	H2O	3.1.4.17	3',5'-cyclic-nucleotide phosphodiesterase	PDE1B	5153
C00001	H2O	3.1.4.35	3',5'-cyclic-GMP phosphodiesterase	PDE10A	10846
C00001	H2O	3.1.4.35	3',5'-cyclic-GMP phosphodiesterase	PDE11A	50940
C00001	H2O	3.1.4.35	3',5'-cyclic-GMP phosphodiesterase	PDE6A	5145
C00001	H2O	3.1.4.35	3',5'-cyclic-GMP phosphodiesterase	PDE6C	5146
C00001	H2O	3.1.4.35	3',5'-cyclic-GMP phosphodiesterase	PDE9A	5152
C00001	H2O	3.1.4.35	3',5'-cyclic-GMP phosphodiesterase	PDE6B	5158
C00001	H2O	3.1.4.35	3',5'-cyclic-GMP phosphodiesterase	PDE5A	8654
C00001	H2O	3.1.4.37	2',3'-cyclic-nucleotide 3'-phosphodiesterase	CNP	1267
C00001	H2O	3.1.4.39	alkylglycerophosphoethanolamine phosphodiesterase	GDPD1	284161
C00001	H2O	3.1.4.39	alkylglycerophosphoethanolamine phosphodiesterase	ENPP2	5168
C00001	H2O	3.1.4.39	alkylglycerophosphoethanolamine phosphodiesterase	GDPD3	79153
C00001	H2O	3.1.4.43	glycerophosphoinositol inositolphosphodiesterase	GDPD2	54857
C00001	H2O	3.1.4.44	glycerophosphoinositol glycerophosphodiesterase	GDE1	51573
C00001	H2O	3.1.4.45	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	NAGPA	51172
C00001	H2O	3.1.4.50	glycosylphosphatidylinositol phospholipase D	GPLD1	2822
C00001	H2O	3.1.4.53	3',5'-cyclic-AMP phosphodiesterase	PDE7B	27115
C00001	H2O	3.1.4.53	3',5'-cyclic-AMP phosphodiesterase	PDE4A	5141
C00001	H2O	3.1.4.53	3',5'-cyclic-AMP phosphodiesterase	PDE4B	5142
C00001	H2O	3.1.4.53	3',5'-cyclic-AMP phosphodiesterase	PDE4C	5143
C00001	H2O	3.1.4.53	3',5'-cyclic-AMP phosphodiesterase	PDE4D	5144
C00001	H2O	3.1.4.53	3',5'-cyclic-AMP phosphodiesterase	PDE7A	5150
C00001	H2O	3.1.4.53	3',5'-cyclic-AMP phosphodiesterase	PDE8A	5151
C00001	H2O	3.1.4.53	3',5'-cyclic-AMP phosphodiesterase	PDE8B	8622
C00001	H2O	3.1.6.2	steryl-sulfatase	STS	412
C00001	H2O	3.1.6.4	N-acetylgalactosamine-6-sulfatase	GALNS	2588
C00001	H2O	3.1.6.8	cerebroside-sulfatase	ARSA	410
